Client_ID,Company_Name,Industry,Region,Plan,Lead_Source,Account_Age_Months,Contract_Length_Months,Monthly_Usage_Score,Support_Tickets_Last30Days,Payment_Delay_Days,Monthly_Revenue_USD,Last_Renewal_Date,Churn_Probability,Risk_Category,Renewal_Status
CL03552,Omni Services,IT Services,North,Standard,Event,25,12,60.0,5,38,2022.45,2025-02-09,0.321,Medium,Yes
CL03553,Nova Solutions,Finance,East,Premium,Inbound,14,12,50.7,4,53,3674.21,2024-11-25,0.521,High,No
CL03554,Orion Industries,Finance,South,Basic,Inbound,5,3,37.5,8,19,1507.27,2026-01-03,0.841,High,No
CL03555,Vertex Healthcare,IT Services,South,Premium,Outbound,22,12,66.7,6,18,4897.02,2024-03-07,0.33,Medium,No
CL03556,Omni Enterprises,Logistics,West,Standard,Marketplace,16,12,49.2,10,18,3420.95,2025-05-12,0.695,High,No
CL03557,Apex Holdings,Manufacturing,North,Basic,Referral,38,6,40.6,9,46,960.44,2024-12-23,0.824,High,No
CL03558,Orion Solutions,Retail,East,Premium,Inbound,17,12,49.9,5,25,4494.78,2025-10-06,0.245,Medium,Yes
CL03559,Prime Networks,IT Services,West,Basic,Partner,15,6,30.4,6,24,1414.17,2025-10-28,0.697,High,No
CL03560,Sky Industries,Retail,West,Standard,Marketplace,8,12,55.3,9,5,1878.28,2025-01-30,0.336,Medium,No
CL03561,Blue Labs,Healthcare,North,Basic,Partner,3,12,53.1,4,28,1521.05,2024-06-22,0.536,High,Yes
CL03562,Orion Logistics,Telecom,Central,Standard,Inbound,13,24,54.7,8,12,2359.97,2024-07-25,0.283,Medium,No
CL03563,Vertex Labs,IT Services,East,Premium,Referral,18,12,74.0,3,18,4787.64,2025-08-08,0.16,Low,Yes
CL03564,Quantum Logistics,Retail,Central,Premium,Outbound,20,36,71.1,7,26,3872.93,2025-10-19,0.117,Low,Yes
CL03565,Prime Logistics,Retail,East,Standard,Referral,38,12,60.0,3,30,1953.01,2024-11-20,0.167,Low,Yes
CL03566,Sky Healthcare,Education,East,Standard,Event,14,12,36.6,6,8,2251.97,2024-11-20,0.353,High,No
CL03567,Orion Systems,Finance,Central,Standard,Partner,5,24,44.7,7,18,3089.59,2024-06-28,0.377,High,No
CL03568,Orion Services,Logistics,Central,Standard,Partner,19,12,44.7,4,13,3097.02,2025-06-20,0.337,Medium,Yes
CL03569,Pioneer Industries,Education,South,Enterprise,Inbound,39,36,93.1,7,7,6244.5,2024-05-24,0.008,Low,Yes
CL03570,Green Healthcare,Telecom,South,Enterprise,Inbound,16,24,83.1,2,16,8616.04,2025-07-24,0.027,Low,Yes
CL03571,Pioneer Logistics,Healthcare,South,Basic,Referral,37,6,42.6,6,30,951.94,2025-05-08,0.701,High,No
CL03572,Apex Enterprises,Finance,South,Basic,Outbound,32,6,43.4,2,17,1227.32,2025-10-10,0.453,High,Yes
CL03573,Omni Industries,Telecom,South,Enterprise,Referral,5,48,61.2,6,9,7011.17,2025-05-08,0.052,Low,Yes
CL03574,Prime Labs,Construction,South,Standard,Partner,24,12,70.3,5,29,2297.03,2024-07-27,0.271,Medium,No
CL03575,Orion Healthcare,Energy,Central,Standard,Referral,10,24,54.8,3,53,2939.41,2025-04-24,0.325,Medium,Yes
CL03576,Prime Industries,Healthcare,North,Premium,Partner,18,36,72.7,1,17,5353.09,2025-12-18,0.023,Low,Yes
CL03577,Sky Manufacturing,Manufacturing,West,Standard,Partner,25,12,29.8,8,49,3208.89,2025-09-27,0.787,High,No
CL03578,Apex Solutions,Retail,North,Standard,Inbound,8,12,59.4,12,25,2653.1,2024-06-30,0.587,High,No
CL03579,Green Manufacturing,Education,South,Enterprise,Referral,5,36,65.7,4,11,6728.26,2024-05-05,0.036,Low,Yes
CL03580,Prime Manufacturing,Retail,North,Premium,Outbound,36,24,46.1,6,6,2649.82,2026-01-27,0.173,Low,Yes
CL03581,Pioneer Holdings,Retail,South,Basic,Outbound,42,3,23.6,5,20,1305.98,2025-08-24,0.598,High,No
CL03582,Nova Industries,Telecom,West,Basic,Partner,25,12,24.8,3,29,1046.2,2025-10-22,0.522,High,Yes
CL03583,Prime Manufacturing,Healthcare,Central,Basic,Referral,8,12,21.6,8,6,1183.1,2025-12-15,0.741,High,Yes
CL03584,Green Labs,Telecom,South,Premium,Event,8,24,67.7,5,9,4340.6,2025-02-01,0.074,Low,No
CL03585,Green Logistics,Retail,South,Standard,Partner,49,12,45.4,7,15,1815.87,2025-11-26,0.297,Medium,No
CL03586,Orion Solutions,Healthcare,South,Basic,Referral,35,3,41.0,7,17,1054.32,2024-06-01,0.72,High,No
CL03587,Blue Networks,Retail,Central,Enterprise,Partner,22,24,92.1,9,8,7936.97,2024-10-31,0.024,Low,Yes
CL03588,Crest Logistics,Education,West,Basic,Partner,3,12,31.4,5,23,973.15,2024-11-02,0.794,High,No
CL03589,Nova Systems,IT Services,East,Basic,Partner,14,12,14.1,6,8,1246.11,2024-03-24,0.762,High,Yes
CL03590,Vertex Logistics,Manufacturing,West,Standard,Referral,20,12,48.1,6,36,1995.88,2024-07-12,0.497,High,Yes
CL03591,Sky Logistics,Construction,West,Standard,Referral,18,12,61.3,4,17,2752.81,2025-08-11,0.21,Medium,Yes
CL03592,Orion Industries,Manufacturing,North,Standard,Outbound,13,12,50.0,13,50,1622.43,2025-01-29,0.844,High,No
CL03593,Apex Labs,Finance,South,Enterprise,Outbound,30,24,94.4,6,20,15748.95,2025-05-07,0.037,Low,Yes
CL03594,Quantum Enterprises,Finance,Central,Enterprise,Partner,12,12,81.4,4,24,9749.91,2025-05-21,0.094,Low,No
CL03595,Blue Networks,Retail,West,Standard,Partner,25,12,27.9,9,17,1926.73,2024-07-29,0.689,High,Yes
CL03596,Green Services,Logistics,East,Standard,Marketplace,43,12,54.3,6,29,1593.04,2026-01-03,0.326,Medium,No
CL03597,Omni Industries,Manufacturing,East,Premium,Referral,12,12,66.6,5,26,3126.45,2024-06-08,0.322,Medium,No
CL03598,Blue Manufacturing,Finance,South,Standard,Referral,20,6,67.0,4,34,2934.22,2024-02-29,0.293,Medium,Yes
CL03599,Blue Holdings,Healthcare,East,Basic,Partner,22,6,58.8,4,12,1143.58,2024-09-06,0.31,Medium,Yes
CL03600,Pioneer Enterprises,Logistics,East,Enterprise,Outbound,23,24,85.9,4,7,5763.03,2025-03-02,0.012,Low,Yes
CL03601,Vertex Logistics,IT Services,South,Basic,Outbound,14,6,46.3,1,39,968.97,2024-06-28,0.69,High,No
CL03602,Prime Industries,Finance,West,Basic,Inbound,32,6,47.1,7,7,1186.21,2025-09-13,0.469,High,Yes
CL03603,Pioneer Enterprises,Manufacturing,Central,Standard,Referral,22,12,49.0,7,14,2137.47,2024-07-29,0.316,Medium,Yes
CL03604,Green Industries,Manufacturing,North,Standard,Inbound,6,24,33.4,4,1,2799.74,2026-01-23,0.36,High,Yes
CL03605,Quantum Enterprises,Manufacturing,South,Basic,Outbound,29,3,36.5,5,13,1066.37,2025-07-29,0.517,High,No
CL03606,Vertex Systems,Manufacturing,South,Basic,Inbound,32,6,40.4,4,4,2284.21,2025-11-12,0.466,High,No
CL03607,Blue Technologies,Telecom,West,Standard,Event,32,24,40.6,7,7,2694.33,2025-04-02,0.301,Medium,Yes
CL03608,Pioneer Systems,Manufacturing,South,Premium,Referral,33,24,78.9,6,15,4814.25,2025-04-05,0.055,Low,Yes
CL03609,Nova Services,Energy,East,Standard,Marketplace,24,12,61.1,6,7,3368.78,2026-02-07,0.194,Medium,Yes
CL03610,Green Logistics,Construction,Central,Standard,Inbound,7,12,30.5,4,9,1519.93,2024-05-22,0.559,High,No
CL03611,Pioneer Healthcare,Finance,South,Premium,Marketplace,10,12,82.4,1,48,4147.22,2025-04-26,0.225,Medium,No
CL03612,Pioneer Manufacturing,IT Services,Central,Enterprise,Outbound,19,36,74.3,3,31,8215.65,2024-04-16,0.055,Low,Yes
CL03613,Vertex Technologies,Healthcare,Central,Standard,Inbound,8,12,42.7,4,39,3353.44,2026-02-18,0.557,High,Yes
CL03614,Vertex Healthcare,Education,North,Basic,Inbound,25,3,46.0,4,27,1030.78,2025-06-01,0.573,High,Yes
CL03615,Omni Technologies,Healthcare,South,Standard,Partner,4,12,51.4,3,16,2579.81,2024-04-27,0.41,High,No
CL03616,Prime Healthcare,IT Services,Central,Premium,Inbound,3,36,90.8,5,25,5408.29,2024-09-22,0.044,Low,Yes
CL03617,Blue Networks,Finance,Central,Basic,Inbound,35,6,28.8,1,15,1736.4,2025-12-08,0.546,High,Yes
CL03618,Quantum Systems,Telecom,North,Standard,Marketplace,17,12,34.2,6,28,3888.56,2024-04-26,0.577,High,Yes
CL03619,Vertex Manufacturing,Education,North,Basic,Outbound,20,6,29.6,6,8,715.83,2024-09-14,0.497,High,Yes
CL03620,Omni Healthcare,Manufacturing,North,Basic,Outbound,33,12,45.5,3,10,1035.55,2025-03-01,0.237,Medium,No
CL03621,Quantum Manufacturing,Logistics,Central,Standard,Inbound,22,24,41.9,10,11,2066.23,2026-02-13,0.346,Medium,Yes
CL03622,Vertex Systems,Manufacturing,North,Standard,Inbound,55,12,35.0,9,6,1954.75,2024-07-28,0.452,High,Yes
CL03623,Prime Services,Manufacturing,East,Enterprise,Inbound,48,24,75.7,6,25,9125.68,2025-09-27,0.041,Low,Yes
CL03624,Orion Logistics,Telecom,West,Premium,Inbound,9,12,49.4,5,16,5466.44,2024-11-03,0.33,Medium,Yes
CL03625,Omni Technologies,Manufacturing,North,Standard,Marketplace,33,12,54.7,5,8,1531.86,2024-03-04,0.175,Low,Yes
CL03626,Omni Manufacturing,Manufacturing,East,Standard,Partner,7,12,46.9,5,55,2817.09,2025-09-19,0.8,High,No
CL03627,Crest Systems,IT Services,South,Standard,Referral,11,12,61.9,6,5,2222.43,2025-02-18,0.282,Medium,Yes
CL03628,Blue Solutions,Telecom,Central,Basic,Outbound,27,12,23.4,6,25,1327.87,2025-02-11,0.749,High,No
CL03629,Quantum Logistics,Education,South,Enterprise,Marketplace,18,24,85.6,4,15,5578.41,2025-07-02,0.053,Low,Yes
CL03630,Orion Solutions,Logistics,West,Enterprise,Partner,17,36,72.8,4,14,9539.43,2025-06-15,0.04,Low,Yes
CL03631,Omni Holdings,Education,West,Basic,Marketplace,6,6,42.2,7,6,824.4,2025-06-20,0.547,High,No
CL03632,Omni Services,IT Services,South,Basic,Outbound,23,3,52.5,4,27,1334.02,2024-10-21,0.673,High,No
CL03633,Apex Holdings,Retail,North,Basic,Partner,3,6,21.1,11,27,1338.41,2025-04-25,0.926,High,No
CL03634,Green Technologies,Healthcare,South,Premium,Partner,22,24,74.6,2,7,4622.49,2025-11-28,0.03,Low,Yes
CL03635,Prime Networks,IT Services,South,Premium,Outbound,36,36,50.9,8,9,3524.09,2025-12-09,0.07,Low,Yes
CL03636,Orion Manufacturing,Retail,West,Enterprise,Inbound,12,24,55.6,5,5,7661.65,2024-12-18,0.107,Low,Yes
CL03637,Orion Enterprises,Energy,West,Premium,Inbound,33,36,84.6,7,9,4065.22,2024-08-15,0.038,Low,Yes
CL03638,Omni Labs,IT Services,South,Standard,Inbound,20,12,69.3,6,13,3111.03,2024-04-21,0.157,Low,No
CL03639,Nova Systems,Manufacturing,East,Premium,Event,19,12,87.9,4,11,3983.88,2025-11-14,0.06,Low,Yes
CL03640,Omni Industries,Manufacturing,East,Premium,Event,28,12,58.6,2,34,3930.2,2024-06-26,0.285,Medium,Yes
CL03641,Crest Healthcare,Manufacturing,West,Standard,Event,26,6,52.2,4,4,2269.79,2024-10-15,0.176,Low,Yes
CL03642,Prime Healthcare,Energy,South,Standard,Event,21,12,55.3,5,1,1768.23,2025-10-11,0.174,Low,Yes
CL03643,Crest Healthcare,Retail,South,Premium,Inbound,18,12,61.9,8,9,4996.95,2025-09-20,0.298,Medium,Yes
CL03644,Vertex Healthcare,Retail,South,Premium,Inbound,25,24,53.0,5,2,5184.34,2025-01-09,0.088,Low,Yes
CL03645,Vertex Labs,Education,East,Premium,Event,32,36,49.2,9,11,4941.72,2025-07-17,0.163,Low,Yes
CL03646,Pioneer Industries,IT Services,South,Premium,Inbound,20,24,70.6,3,29,4994.7,2024-08-19,0.062,Low,Yes
CL03647,Blue Solutions,Retail,South,Premium,Outbound,16,24,49.2,4,4,2859.96,2026-01-05,0.16,Low,No
CL03648,Orion Networks,Retail,North,Premium,Inbound,13,12,48.9,4,4,2451.07,2026-01-21,0.158,Low,Yes
CL03649,Omni Logistics,Finance,West,Standard,Referral,14,12,58.7,4,13,2980.22,2026-01-14,0.255,Medium,Yes
CL03650,Crest Networks,Construction,North,Premium,Partner,14,12,57.9,11,30,3172.73,2025-05-26,0.513,High,No
CL03651,Orion Manufacturing,Education,North,Standard,Outbound,8,24,59.2,5,16,1805.59,2024-04-19,0.277,Medium,Yes
CL03652,Blue Systems,Healthcare,South,Standard,Outbound,31,6,46.9,7,41,2433.02,2025-05-19,0.687,High,No
CL03653,Green Networks,Telecom,South,Basic,Marketplace,18,6,33.0,4,12,1437.86,2024-12-30,0.674,High,No
CL03654,Sky Systems,Manufacturing,East,Premium,Partner,34,24,68.1,4,30,3585.87,2024-12-11,0.118,Low,No
CL03655,Omni Labs,IT Services,South,Premium,Partner,22,24,58.3,8,10,5378.87,2024-03-18,0.16,Low,Yes
CL03656,Vertex Industries,Manufacturing,South,Enterprise,Inbound,9,36,65.1,2,10,6651.96,2025-11-26,0.069,Low,Yes
CL03657,Green Industries,Healthcare,East,Standard,Event,32,6,44.6,6,10,2390.74,2025-11-14,0.421,High,Yes
CL03658,Prime Technologies,Finance,North,Standard,Partner,41,12,51.5,8,19,3278.87,2024-10-20,0.3,Medium,Yes
CL03659,Vertex Services,Finance,North,Basic,Inbound,28,12,60.3,3,6,1269.39,2026-02-09,0.179,Low,Yes
CL03660,Pioneer Labs,Energy,Central,Basic,Marketplace,8,6,17.5,9,18,1805.05,2024-06-05,0.814,High,No
CL03661,Vertex Solutions,Finance,South,Premium,Referral,30,24,81.5,5,52,3897.84,2025-10-28,0.118,Low,Yes
CL03662,Omni Networks,Finance,South,Standard,Marketplace,31,6,62.9,9,13,3629.96,2025-05-25,0.238,Medium,Yes
CL03663,Crest Networks,IT Services,North,Premium,Inbound,10,24,86.8,4,11,3285.63,2025-02-15,0.032,Low,Yes
CL03664,Orion Holdings,IT Services,East,Premium,Inbound,16,36,100.0,3,29,3861.88,2026-01-30,0.012,Low,Yes
CL03665,Sky Labs,Finance,East,Standard,Referral,16,12,71.2,3,14,3354.32,2025-04-27,0.221,Medium,Yes
CL03666,Green Technologies,Retail,East,Enterprise,Inbound,43,48,83.1,4,20,11322.84,2025-10-27,0.016,Low,No
CL03667,Apex Healthcare,Telecom,West,Standard,Inbound,17,12,39.3,4,2,3003.29,2024-08-14,0.289,Medium,Yes
CL03668,Orion Technologies,Manufacturing,North,Standard,Marketplace,11,6,36.8,6,16,2947.98,2024-03-21,0.532,High,No
CL03669,Orion Holdings,IT Services,South,Enterprise,Marketplace,5,12,82.3,9,19,10705.57,2024-07-30,0.154,Low,Yes
CL03670,Green Healthcare,Retail,West,Enterprise,Marketplace,11,36,51.6,7,13,7246.71,2026-02-17,0.149,Low,Yes
CL03671,Orion Healthcare,Manufacturing,Central,Basic,Outbound,23,6,43.4,6,14,675.93,2025-04-11,0.465,High,No
CL03672,Crest Logistics,IT Services,North,Basic,Marketplace,8,12,15.4,3,11,1079.6,2025-11-02,0.726,High,Yes
CL03673,Quantum Manufacturing,Education,East,Basic,Inbound,16,6,46.8,5,20,888.8,2025-07-11,0.522,High,Yes
CL03674,Orion Industries,IT Services,North,Standard,Event,47,24,52.1,3,25,2018.51,2024-06-18,0.178,Low,Yes
CL03675,Quantum Solutions,Finance,North,Enterprise,Outbound,51,24,77.5,7,7,6494.99,2024-05-19,0.047,Low,Yes
CL03676,Sky Networks,Manufacturing,South,Premium,Inbound,26,24,54.0,3,11,6148.0,2025-02-15,0.164,Low,Yes
CL03677,Apex Labs,Manufacturing,North,Standard,Marketplace,12,12,28.2,8,15,2044.86,2026-01-14,0.561,High,Yes
CL03678,Quantum Logistics,Healthcare,West,Enterprise,Marketplace,28,24,88.8,9,15,6164.02,2024-06-03,0.038,Low,Yes
CL03679,Green Services,Telecom,East,Standard,Partner,24,24,71.0,1,5,5275.32,2025-02-27,0.06,Low,Yes
CL03680,Apex Logistics,Healthcare,North,Standard,Partner,9,6,47.8,6,3,3290.12,2025-09-03,0.377,High,Yes
CL03681,Green Logistics,Education,North,Enterprise,Referral,13,48,77.9,5,14,5200.14,2024-04-24,0.021,Low,Yes
CL03682,Pioneer Industries,IT Services,West,Enterprise,Partner,35,48,73.3,6,9,6896.65,2024-12-20,0.011,Low,Yes
CL03683,Vertex Enterprises,Education,North,Enterprise,Inbound,45,36,73.5,9,11,4885.31,2025-03-24,0.021,Low,Yes
CL03684,Sky Technologies,Manufacturing,East,Standard,Referral,24,12,60.1,4,1,1661.58,2024-05-17,0.101,Low,Yes
CL03685,Prime Enterprises,Logistics,South,Premium,Referral,5,12,71.7,2,15,3387.97,2025-06-20,0.142,Low,Yes
CL03686,Sky Systems,Finance,East,Basic,Referral,35,6,55.1,1,32,1590.57,2025-08-19,0.378,High,No
CL03687,Green Enterprises,Energy,South,Premium,Partner,6,12,67.2,9,8,6219.72,2025-06-07,0.333,Medium,Yes
CL03688,Crest Industries,Healthcare,North,Enterprise,Referral,40,24,74.3,7,11,11643.08,2024-04-21,0.042,Low,Yes
CL03689,Orion Logistics,IT Services,South,Standard,Inbound,33,6,46.9,5,26,3662.21,2024-03-02,0.379,High,Yes
CL03690,Omni Networks,IT Services,North,Premium,Outbound,11,24,62.3,10,40,4343.7,2025-10-01,0.431,High,No
CL03691,Pioneer Networks,Telecom,South,Standard,Inbound,24,12,64.7,5,11,3073.45,2025-02-18,0.162,Low,Yes
CL03692,Nova Services,Finance,East,Basic,Partner,3,3,21.0,8,15,1551.02,2025-04-14,0.797,High,No
CL03693,Quantum Solutions,Education,South,Premium,Partner,27,24,73.3,2,14,3496.77,2025-12-20,0.058,Low,Yes
CL03694,Omni Healthcare,Manufacturing,North,Basic,Inbound,46,12,32.6,9,15,1615.01,2025-04-10,0.517,High,Yes
CL03695,Orion Logistics,Healthcare,East,Premium,Inbound,8,24,54.2,4,11,5092.68,2024-08-30,0.09,Low,Yes
CL03696,Omni Technologies,IT Services,East,Basic,Inbound,41,6,27.8,8,5,1409.45,2025-01-18,0.652,High,Yes
CL03697,Green Holdings,Construction,Central,Enterprise,Event,24,36,77.1,6,12,5926.2,2025-02-14,0.023,Low,Yes
CL03698,Sky Industries,Logistics,East,Standard,Outbound,55,12,52.8,4,15,3265.44,2025-07-08,0.237,Medium,Yes
CL03699,Omni Networks,Energy,South,Standard,Outbound,20,24,68.1,1,3,1778.43,2024-11-09,0.049,Low,Yes
CL03700,Crest Services,Manufacturing,East,Basic,Partner,26,6,20.8,6,4,852.45,2025-11-01,0.665,High,No
CL03701,Vertex Networks,Finance,Central,Enterprise,Outbound,5,48,69.1,10,1,5042.53,2025-03-24,0.062,Low,Yes
CL03702,Nova Enterprises,Logistics,West,Premium,Event,37,12,63.9,5,20,4035.31,2025-03-31,0.174,Low,Yes
CL03703,Blue Services,Healthcare,South,Premium,Outbound,26,36,55.0,3,31,4557.78,2025-09-03,0.096,Low,Yes
CL03704,Pioneer Services,Telecom,South,Standard,Partner,12,12,55.1,8,23,1932.0,2024-04-26,0.479,High,Yes
CL03705,Omni Services,Construction,South,Standard,Referral,47,24,50.8,14,38,2083.6,2025-12-06,0.515,High,No
CL03706,Orion Solutions,Energy,East,Basic,Inbound,21,12,39.8,8,12,1659.14,2024-07-17,0.703,High,No
CL03707,Nova Solutions,Education,West,Premium,Outbound,9,12,78.1,5,2,4167.71,2024-10-26,0.078,Low,Yes
CL03708,Orion Networks,Manufacturing,East,Standard,Event,16,24,35.4,5,29,2026.14,2024-05-03,0.484,High,No
CL03709,Pioneer Holdings,Manufacturing,North,Enterprise,Marketplace,11,12,77.1,3,6,10407.34,2025-02-04,0.068,Low,No
CL03710,Nova Logistics,Construction,West,Premium,Inbound,8,12,51.2,9,5,4895.49,2024-10-30,0.425,High,Yes
CL03711,Orion Technologies,IT Services,West,Standard,Event,10,12,61.2,3,30,3465.49,2024-08-02,0.35,High,No
CL03712,Orion Logistics,Logistics,South,Basic,Partner,31,12,43.2,3,15,1391.71,2024-07-04,0.348,Medium,No
CL03713,Crest Systems,Logistics,West,Premium,Marketplace,38,24,53.2,7,24,2734.64,2024-06-08,0.18,Medium,Yes
CL03714,Green Logistics,Logistics,South,Basic,Event,21,6,27.2,4,49,1764.67,2024-04-13,0.893,High,No
CL03715,Green Industries,Construction,Central,Basic,Referral,3,6,38.1,7,11,1167.18,2024-08-02,0.625,High,No
CL03716,Omni Holdings,Healthcare,West,Basic,Partner,6,12,37.3,10,25,1122.35,2024-02-29,0.808,High,Yes
CL03717,Crest Manufacturing,Healthcare,East,Premium,Inbound,4,24,61.4,7,21,5463.05,2024-04-26,0.168,Low,Yes
CL03718,Omni Systems,IT Services,West,Premium,Referral,32,12,75.9,4,22,4345.7,2026-02-01,0.15,Low,No
CL03719,Omni Systems,Retail,Central,Standard,Outbound,15,12,58.8,4,12,1126.59,2024-12-16,0.325,Medium,Yes
CL03720,Orion Industries,Manufacturing,East,Basic,Marketplace,15,3,29.6,8,5,1623.46,2025-12-28,0.628,High,No
CL03721,Green Enterprises,Healthcare,South,Standard,Marketplace,46,12,41.8,5,17,2193.03,2024-12-14,0.365,High,No
CL03722,Prime Services,Telecom,West,Premium,Partner,23,12,51.9,3,7,4424.56,2025-09-17,0.159,Low,Yes
CL03723,Sky Enterprises,Energy,South,Standard,Marketplace,13,12,49.4,9,26,2523.41,2025-07-21,0.541,High,No
CL03724,Pioneer Systems,Manufacturing,South,Basic,Event,5,12,18.9,5,27,1112.08,2024-06-24,0.831,High,No
CL03725,Nova Systems,Healthcare,Central,Enterprise,Referral,16,24,75.2,4,32,9070.97,2025-02-02,0.106,Low,No
CL03726,Vertex Industries,Energy,West,Enterprise,Outbound,28,36,85.6,6,12,10427.31,2024-05-25,0.01,Low,Yes
CL03727,Crest Enterprises,IT Services,South,Enterprise,Referral,13,24,73.8,7,7,10308.82,2024-12-19,0.036,Low,Yes
CL03728,Apex Networks,IT Services,North,Premium,Referral,37,12,61.6,3,19,3569.55,2024-09-20,0.211,Medium,Yes
CL03729,Sky Networks,Manufacturing,South,Basic,Outbound,28,6,60.0,6,11,866.52,2025-05-22,0.346,Medium,Yes
CL03730,Quantum Industries,Finance,South,Basic,Inbound,20,6,57.1,7,29,1271.01,2025-08-23,0.573,High,No
CL03731,Crest Networks,IT Services,North,Standard,Event,18,24,46.8,5,3,2100.93,2025-12-25,0.126,Low,Yes
CL03732,Vertex Labs,Construction,West,Standard,Event,7,12,48.7,7,9,1766.97,2024-04-01,0.375,High,No
CL03733,Crest Manufacturing,Retail,South,Enterprise,Inbound,20,24,75.9,7,23,6358.41,2025-08-22,0.069,Low,Yes
CL03734,Sky Networks,Finance,South,Premium,Marketplace,8,24,68.4,4,19,6518.67,2024-05-29,0.103,Low,Yes
CL03735,Green Networks,Manufacturing,South,Premium,Inbound,12,24,84.8,8,8,4625.98,2025-11-21,0.056,Low,No
CL03736,Nova Healthcare,Retail,Central,Basic,Event,55,12,36.0,5,20,1051.92,2025-06-15,0.419,High,No
CL03737,Crest Industries,Logistics,South,Enterprise,Inbound,30,48,77.8,4,9,7797.96,2025-12-16,0.01,Low,Yes
CL03738,Vertex Logistics,Education,North,Enterprise,Outbound,50,36,78.3,7,18,7534.13,2024-05-31,0.023,Low,Yes
CL03739,Prime Healthcare,Education,North,Basic,Marketplace,16,6,47.3,8,20,868.38,2025-02-14,0.715,High,No
CL03740,Pioneer Logistics,Finance,East,Enterprise,Inbound,38,36,87.2,9,4,9367.64,2025-02-20,0.022,Low,Yes
CL03741,Vertex Industries,Energy,East,Standard,Inbound,12,12,55.5,8,28,1430.58,2025-08-21,0.512,High,Yes
CL03742,Omni Systems,Telecom,South,Basic,Outbound,45,6,21.3,17,57,1356.09,2026-02-04,0.96,High,No
CL03743,Apex Manufacturing,Education,South,Premium,Partner,45,12,54.1,7,11,4181.68,2024-03-07,0.218,Medium,Yes
CL03744,Blue Industries,IT Services,North,Premium,Marketplace,33,12,77.8,6,6,5319.93,2025-06-15,0.063,Low,Yes
CL03745,Omni Industries,IT Services,East,Basic,Referral,8,3,44.0,8,5,1378.72,2024-03-27,0.671,High,No
CL03746,Pioneer Healthcare,Manufacturing,East,Standard,Event,43,6,60.9,9,10,1772.62,2024-12-31,0.169,Low,Yes
CL03747,Crest Enterprises,Logistics,North,Enterprise,Referral,25,12,97.6,2,1,9071.57,2025-11-08,0.018,Low,Yes
CL03748,Blue Solutions,Retail,North,Premium,Outbound,8,36,47.9,6,21,4799.06,2025-04-12,0.238,Medium,Yes
CL03749,Apex Solutions,Retail,North,Premium,Referral,16,36,75.7,6,18,4757.84,2025-11-08,0.055,Low,No
CL03750,Green Systems,Energy,North,Basic,Partner,19,6,30.0,4,6,1264.44,2025-06-09,0.712,High,No
CL03751,Omni Manufacturing,Energy,East,Basic,Referral,50,12,45.2,4,7,1350.33,2025-12-19,0.16,Low,Yes
CL03752,Prime Healthcare,Energy,North,Standard,Inbound,26,6,48.5,4,20,2408.37,2025-09-27,0.346,Medium,No
CL03753,Pioneer Services,Healthcare,South,Standard,Outbound,11,24,77.5,5,4,2848.86,2025-08-08,0.054,Low,Yes
CL03754,Orion Healthcare,Logistics,North,Standard,Referral,7,12,54.6,3,38,2100.37,2025-08-22,0.491,High,Yes
CL03755,Crest Logistics,Manufacturing,Central,Basic,Partner,7,3,28.3,7,2,1077.01,2025-04-15,0.797,High,Yes
CL03756,Omni Networks,Manufacturing,West,Premium,Outbound,26,12,68.0,2,16,4108.02,2025-11-08,0.095,Low,Yes
CL03757,Orion Healthcare,Manufacturing,South,Standard,Outbound,32,12,54.9,10,11,2338.89,2025-01-31,0.261,Medium,No
CL03758,Blue Industries,Healthcare,South,Enterprise,Outbound,36,12,87.7,3,11,6196.19,2024-04-15,0.03,Low,Yes
CL03759,Nova Enterprises,Retail,North,Basic,Inbound,5,6,40.4,3,20,1120.13,2025-08-27,0.648,High,Yes
CL03760,Blue Holdings,Telecom,East,Standard,Inbound,38,6,84.7,6,2,1983.88,2025-08-18,0.064,Low,Yes
CL03761,Green Solutions,IT Services,North,Basic,Referral,3,6,39.7,6,21,1320.85,2024-06-04,0.705,High,No
CL03762,Green Logistics,Education,West,Standard,Outbound,10,12,46.8,12,4,3693.7,2024-08-27,0.398,High,No
CL03763,Nova Enterprises,Finance,East,Basic,Inbound,17,12,31.8,4,11,1645.17,2024-08-23,0.645,High,No
CL03764,Sky Systems,Manufacturing,Central,Enterprise,Outbound,31,24,74.0,5,24,6327.96,2025-05-04,0.084,Low,Yes
CL03765,Nova Services,Retail,North,Premium,Event,26,12,64.8,7,22,4054.47,2025-04-09,0.252,Medium,No
CL03766,Prime Holdings,Manufacturing,West,Standard,Partner,41,12,54.4,7,2,2739.12,2024-05-24,0.126,Low,Yes
CL03767,Quantum Technologies,Finance,West,Basic,Inbound,45,12,39.8,8,9,1023.06,2025-01-12,0.496,High,Yes
CL03768,Quantum Labs,Retail,North,Premium,Outbound,4,12,54.7,5,3,4388.99,2024-03-16,0.21,Medium,No
CL03769,Orion Labs,Manufacturing,South,Premium,Partner,3,36,52.4,4,18,3894.57,2024-06-20,0.204,Medium,Yes
CL03770,Crest Industries,IT Services,North,Basic,Event,26,6,36.5,4,73,1307.93,2024-04-17,0.893,High,No
CL03771,Nova Healthcare,Finance,South,Premium,Inbound,8,12,79.7,3,35,4088.39,2025-02-21,0.192,Medium,Yes
